CaseID,CaseType,CourtLevel,FilingDate,ServiceDate,FirstHearingDate,ResolutionDate,Disposition,IsAppealed,MonetaryAmount
CIV-107480,Housing Code Violation,Superior,2020-02-14,2020-03-09,2020-03-23,2020-08-18,Settled,False,96784.94
CIV-107481,Housing Code Violation,Superior,2021-08-01,2021-08-21,2021-09-08,2021-11-25,Judgment for Plaintiff,True,86231.41
CIV-107482,Debt Collection,Federal District,2020-03-01,2020-03-22,2020-06-23,2020-09-27,Transferred,False,0.0
CIV-107483,Debt Collection,Superior,2016-05-12,2016-06-07,2016-08-30,2016-12-29,Settled,True,25923.31
CIV-107484,Housing Code Violation,Superior,2016-12-18,2016-12-30,2017-04-10,2017-09-29,Judgment for Plaintiff,True,52735.97
CIV-107485,Family Law,Municipal,2016-09-15,2016-10-06,2017-01-28,2017-03-25,Dismissed,False,32847.77
CIV-107486,Debt Collection,Appellate,2015-11-25,2015-12-06,2016-03-02,2016-07-20,Transferred,True,45132.34
CIV-107487,Debt Collection,Appellate,2016-07-05,2016-08-01,2016-11-23,2017-03-19,Judgment for Defendant,False,94624.08
CIV-107488,Employment Dispute,Federal District,2023-07-05,2023-07-23,2023-08-17,2024-01-09,Settled,False,27899.12
CIV-107489,Contract Dispute,Municipal,2020-11-16,2020-11-19,2021-03-12,2021-05-09,Judgment for Defendant,True,60952.21
CIV-107490,Debt Collection,Superior,2021-05-20,2021-06-17,2021-10-06,2022-03-07,Judgment for Defendant,True,56199.82
CIV-107491,Personal Injury,Appellate,2015-12-30,2016-01-25,2016-05-20,2016-09-15,Judgment for Plaintiff,True,0.0
CIV-107492,Debt Collection,Superior,2015-03-19,2015-04-04,2015-04-20,2015-07-28,Dismissed,False,57804.45
CIV-107493,Employment Dispute,Appellate,2017-01-10,2017-01-18,2017-05-03,2017-06-08,Dismissed,True,65495.74
CIV-107494,Property Damage,Superior,2023-10-08,2023-10-25,2024-02-22,2024-06-06,Settled,False,0.0
CIV-107495,Contract Dispute,Appellate,2020-03-15,2020-03-19,2020-06-13,2020-09-06,Transferred,False,0.0
CIV-107496,Contract Dispute,Federal District,2020-06-20,2020-07-20,2020-08-24,2021-02-18,Judgment for Defendant,False,53580.42
CIV-107497,Debt Collection,State,2021-04-29,2021-05-17,2021-06-22,2021-09-01,Judgment for Plaintiff,False,0.0
CIV-107498,Personal Injury,Appellate,2016-04-09,2016-04-17,2016-05-21,2016-08-16,Transferred,False,0.0
CIV-107499,Debt Collection,Appellate,2017-03-15,2017-03-20,2017-04-30,2017-07-15,Default Judgment,True,12768.86
CIV-107500,Eviction,Appellate,2021-12-02,2021-12-18,2022-03-08,2022-08-17,Judgment for Defendant,False,0.0
CIV-107501,Small Claims,Appellate,2023-07-11,2023-07-13,2023-08-31,2023-11-27,Dismissed,False,84654.04
CIV-107502,Medical Malpractice,Appellate,2023-04-09,2023-04-22,2023-08-02,2023-12-18,Judgment for Plaintiff,False,22187.19
CIV-107503,Debt Collection,Municipal,2021-09-19,2021-10-17,2021-11-16,2022-04-28,Settled,False,93583.52
CIV-107504,Debt Collection,Superior,2019-07-03,2019-07-13,2019-10-25,2020-02-26,Dismissed,False,95554.67
CIV-107505,Medical Malpractice,State,2021-08-20,2021-09-13,2021-10-31,2022-01-07,Settled,True,23605.07
CIV-107506,Personal Injury,Federal District,2022-01-07,2022-01-25,2022-02-07,2022-03-27,Judgment for Defendant,True,19384.56
CIV-107507,Property Damage,Municipal,2021-02-04,2021-02-28,2021-04-03,2021-05-07,Transferred,True,0.0
CIV-107508,Family Law,State,2019-10-20,2019-11-10,2020-02-10,2020-06-06,Transferred,True,66868.81
CIV-107509,Housing Code Violation,Appellate,2019-07-30,2019-08-23,2019-09-08,2019-10-27,Dismissed,True,0.0
CIV-107510,Debt Collection,Municipal,2017-09-26,2017-10-23,2018-02-08,2018-06-28,Transferred,False,94602.84
CIV-107511,Housing Code Violation,Superior,2015-05-12,2015-06-07,2015-08-02,2015-09-20,Dismissed,False,90878.54
CIV-107512,Personal Injury,Federal District,2017-09-15,2017-09-27,2017-10-11,2018-01-09,Default Judgment,False,83227.88
CIV-107513,Property Damage,Federal District,2015-09-19,2015-10-02,2015-11-09,2016-01-24,Judgment for Plaintiff,False,92360.95
CIV-107514,Employment Dispute,Municipal,2017-07-04,2017-07-31,2017-09-08,2018-01-24,Settled,True,87210.69
CIV-107515,Small Claims,State,2023-02-28,2023-03-26,2023-04-16,2023-09-20,Dismissed,True,0.0
CIV-107516,Eviction,Municipal,2016-12-15,2017-01-02,2017-03-26,2017-05-12,Transferred,False,15925.57
CIV-107517,Housing Code Violation,Municipal,2015-12-18,2016-01-07,2016-01-19,2016-05-18,Judgment for Plaintiff,False,0.0
CIV-107518,Medical Malpractice,Appellate,2022-01-04,2022-01-23,2022-03-27,2022-05-09,Settled,True,0.0
CIV-107519,Family Law,Federal District,2017-06-07,2017-06-09,2017-09-02,2017-12-06,Transferred,False,51767.34
CIV-107520,Debt Collection,Appellate,2018-10-11,2018-11-04,2018-12-18,2019-03-08,Judgment for Plaintiff,False,61243.91
CIV-107521,Family Law,State,2017-11-25,2017-12-08,2018-04-04,2018-06-25,Settled,True,0.0
CIV-107522,Debt Collection,Appellate,2015-06-21,2015-06-29,2015-10-10,2015-11-10,Dismissed,False,81315.6
CIV-107523,Medical Malpractice,State,2016-09-12,2016-09-20,2016-11-05,2017-01-19,Transferred,True,0.0
CIV-107524,Small Claims,Superior,2016-05-30,2016-06-20,2016-09-05,2016-10-27,Dismissed,True,14037.7
CIV-107525,Housing Code Violation,Municipal,2018-11-09,2018-11-14,2018-11-30,2019-05-03,Default Judgment,False,0.0
CIV-107526,Medical Malpractice,Appellate,2018-04-11,2018-04-15,2018-06-02,2018-10-08,Judgment for Defendant,True,49612.39
CIV-107527,Family Law,State,2022-01-31,2022-02-09,2022-05-28,2022-08-26,Judgment for Defendant,False,23982.73
CIV-107528,Debt Collection,Appellate,2017-09-07,2017-10-05,2017-11-25,2018-03-24,Transferred,True,68263.27
CIV-107529,Employment Dispute,Municipal,2022-12-14,2022-12-24,2023-03-02,2023-07-13,Dismissed,False,90732.77
CIV-107530,Personal Injury,State,2023-09-15,2023-10-04,2023-10-14,2024-04-08,Judgment for Defendant,True,37665.47
CIV-107531,Personal Injury,Federal District,2016-02-07,2016-02-19,2016-03-12,2016-06-26,Judgment for Plaintiff,False,31427.17
CIV-107532,Medical Malpractice,Appellate,2020-09-18,2020-10-08,2021-01-28,2021-06-09,Dismissed,False,37210.39
CIV-107533,Employment Dispute,Federal District,2022-07-08,2022-07-17,2022-10-11,2023-01-29,Judgment for Defendant,False,43127.87
CIV-107534,Debt Collection,Municipal,2023-07-23,2023-07-26,2023-08-25,2023-11-25,Dismissed,True,0.0
CIV-107535,Debt Collection,Municipal,2018-09-04,2018-09-09,2018-10-11,2018-11-16,Transferred,True,48531.18
CIV-107536,Property Damage,Municipal,2016-11-06,2016-11-25,2017-03-06,2017-06-13,Dismissed,True,0.0
CIV-107537,Contract Dispute,Federal District,2020-02-24,2020-02-29,2020-06-17,2020-09-02,Judgment for Plaintiff,True,19149.25
CIV-107538,Personal Injury,Federal District,2020-10-21,2020-11-20,2020-12-17,2021-04-02,Default Judgment,False,72882.21
CIV-107539,Eviction,Appellate,2020-04-28,2020-05-05,2020-06-20,2020-08-17,Settled,True,70436.3
CIV-107540,Eviction,Appellate,2017-07-14,2017-07-25,2017-10-06,2017-11-30,Transferred,True,46901.98
CIV-107541,Eviction,Superior,2021-06-24,2021-07-10,2021-09-23,2022-01-23,Settled,False,86891.04
CIV-107542,Medical Malpractice,Municipal,2018-07-28,2018-08-08,2018-11-07,2019-05-02,Judgment for Plaintiff,False,29505.52
CIV-107543,Eviction,Federal District,2019-09-21,2019-10-21,2019-11-06,2020-02-17,Judgment for Defendant,True,0.0
CIV-107544,Debt Collection,Federal District,2017-08-21,2017-08-22,2017-11-09,2018-04-19,Judgment for Defendant,True,26682.8
CIV-107545,Property Damage,Superior,2016-05-01,2016-05-31,2016-07-18,2016-11-01,Transferred,True,67895.34
CIV-107546,Medical Malpractice,Appellate,2021-06-29,2021-07-06,2021-08-16,2022-01-20,Default Judgment,True,95656.65
CIV-107547,Employment Dispute,State,2015-03-10,2015-03-27,2015-06-14,2015-07-14,Default Judgment,False,33565.75
CIV-107548,Property Damage,Federal District,2018-11-23,2018-11-24,2019-02-22,2019-06-14,Judgment for Defendant,False,5068.51
CIV-107549,Contract Dispute,Federal District,2017-11-07,2017-11-23,2018-01-24,2018-07-01,Default Judgment,False,0.0
CIV-107550,Contract Dispute,Superior,2019-06-12,2019-06-30,2019-08-09,2019-11-27,Dismissed,True,99903.69
CIV-107551,Debt Collection,Appellate,2017-01-16,2017-01-31,2017-03-28,2017-07-28,Transferred,True,27955.14
CIV-107552,Eviction,Appellate,2021-08-11,2021-08-22,2021-09-03,2021-12-03,Default Judgment,True,22879.48
CIV-107553,Contract Dispute,Superior,2015-05-26,2015-05-31,2015-06-23,2015-08-23,Judgment for Plaintiff,False,0.0
CIV-107554,Employment Dispute,Municipal,2020-10-29,2020-10-31,2021-01-29,2021-05-12,Judgment for Defendant,False,30984.09
CIV-107555,Employment Dispute,Appellate,2021-07-02,2021-07-09,2021-07-21,2021-12-06,Settled,False,41818.03
CIV-107556,Family Law,Appellate,2015-08-09,2015-08-21,2015-12-04,2016-03-25,Settled,True,33974.67
CIV-107557,Eviction,State,2018-04-26,2018-05-03,2018-07-05,2018-09-20,Dismissed,True,15975.06
CIV-107558,Personal Injury,Municipal,2015-11-01,2015-11-24,2015-12-09,2016-05-29,Transferred,True,49165.05
CIV-107559,Contract Dispute,Municipal,2017-02-22,2017-03-24,2017-07-05,2017-12-22,Judgment for Defendant,False,0.0
CIV-107560,Personal Injury,Federal District,2021-04-08,2021-04-28,2021-08-16,2022-01-25,Transferred,False,92408.51
CIV-107561,Employment Dispute,Federal District,2015-02-14,2015-03-09,2015-05-11,2015-09-16,Transferred,False,0.0
CIV-107562,Contract Dispute,Federal District,2017-03-14,2017-03-17,2017-05-21,2017-09-10,Default Judgment,True,53475.41
CIV-107563,Debt Collection,Federal District,2022-06-12,2022-06-18,2022-08-29,2022-11-02,Transferred,True,91317.87
CIV-107564,Small Claims,State,2015-08-12,2015-08-24,2015-10-12,2016-01-01,Judgment for Plaintiff,False,0.0
CIV-107565,Family Law,State,2020-10-17,2020-11-06,2021-01-21,2021-04-28,Default Judgment,False,31997.64
CIV-107566,Medical Malpractice,Federal District,2017-05-29,2017-06-26,2017-09-06,2017-11-20,Dismissed,True,0.0
CIV-107567,Housing Code Violation,Superior,2018-10-09,2018-11-03,2018-12-12,2019-04-15,Default Judgment,False,2262.44
CIV-107568,Contract Dispute,State,2017-04-17,2017-04-23,2017-08-18,2017-11-13,Dismissed,True,0.0
CIV-107569,Employment Dispute,Municipal,2021-10-27,2021-11-01,2021-12-29,2022-06-14,Dismissed,False,35807.45
CIV-107570,Contract Dispute,Superior,2022-09-25,2022-10-07,2022-12-02,2023-04-01,Dismissed,True,0.0
CIV-107571,Personal Injury,Superior,2020-03-25,2020-04-22,2020-07-27,2020-11-30,Settled,False,0.0
CIV-107572,Employment Dispute,Appellate,2016-07-21,2016-07-31,2016-09-18,2016-12-15,Judgment for Defendant,True,0.0
CIV-107573,Personal Injury,Municipal,2022-01-22,2022-02-16,2022-05-26,2022-07-17,Default Judgment,True,88784.23
CIV-107574,Small Claims,Municipal,2022-03-23,2022-04-20,2022-06-19,2022-09-27,Settled,False,47918.22
CIV-107575,Debt Collection,State,2020-11-24,2020-12-13,2021-02-06,2021-06-19,Judgment for Plaintiff,True,74587.9
CIV-107576,Personal Injury,Municipal,2016-01-05,2016-01-20,2016-04-01,2016-09-27,Judgment for Plaintiff,True,99150.22
CIV-107577,Eviction,Appellate,2019-08-07,2019-08-19,2019-10-17,2020-01-12,Settled,False,31085.44
CIV-107578,Contract Dispute,Municipal,2021-03-16,2021-04-05,2021-04-24,2021-06-08,Dismissed,True,2707.31
CIV-107579,Family Law,Appellate,2023-11-11,2023-11-14,2024-03-05,2024-05-07,Judgment for Defendant,True,40087.83
CIV-107580,Medical Malpractice,Appellate,2016-06-28,2016-07-10,2016-10-13,2017-04-10,Default Judgment,False,11562.45
CIV-107581,Housing Code Violation,Superior,2016-06-13,2016-07-07,2016-09-19,2017-01-06,Settled,True,73604.1
CIV-107582,Personal Injury,Federal District,2023-11-08,2023-11-24,2024-01-05,2024-03-13,Judgment for Plaintiff,True,88710.02
CIV-107583,Personal Injury,State,2020-04-20,2020-05-08,2020-08-18,2021-02-08,Judgment for Defendant,False,7474.34
CIV-107584,Housing Code Violation,Federal District,2019-09-07,2019-09-24,2019-11-10,2020-05-08,Default Judgment,True,38691.48
CIV-107585,Family Law,Federal District,2017-08-22,2017-09-14,2017-11-30,2018-01-31,Judgment for Plaintiff,True,64710.23
CIV-107586,Eviction,State,2023-11-08,2023-11-20,2023-11-30,2024-04-27,Settled,True,52377.31
CIV-107587,Property Damage,Superior,2015-07-10,2015-07-18,2015-11-14,2016-04-23,Settled,False,0.0
CIV-107588,Eviction,Superior,2020-07-25,2020-07-27,2020-09-12,2021-02-03,Judgment for Plaintiff,False,0.0
CIV-107589,Employment Dispute,Superior,2019-05-16,2019-06-14,2019-07-20,2019-11-02,Judgment for Defendant,False,85207.39
CIV-107590,Personal Injury,Municipal,2021-05-14,2021-05-18,2021-06-28,2021-08-22,Dismissed,False,16958.14
CIV-107591,Personal Injury,Superior,2015-10-31,2015-11-28,2016-02-26,2016-08-09,Default Judgment,False,0.0
CIV-107592,Employment Dispute,Federal District,2020-12-21,2020-12-24,2021-01-23,2021-04-13,Default Judgment,False,51067.52
CIV-107593,Eviction,Superior,2021-03-13,2021-03-19,2021-04-27,2021-07-03,Dismissed,True,58773.47
CIV-107594,Debt Collection,Federal District,2022-12-19,2022-12-25,2023-01-26,2023-05-18,Transferred,False,2417.5
CIV-107595,Personal Injury,Municipal,2015-11-24,2015-12-10,2016-02-09,2016-07-27,Dismissed,True,0.0
CIV-107596,Eviction,Municipal,2018-02-13,2018-03-01,2018-03-17,2018-08-17,Default Judgment,True,28101.18
CIV-107597,Debt Collection,Superior,2017-07-01,2017-07-16,2017-09-09,2018-01-29,Transferred,False,0.0
CIV-107598,Family Law,State,2023-07-04,2023-07-16,2023-11-13,2024-01-13,Transferred,True,40944.35
CIV-107599,Family Law,Appellate,2022-10-29,2022-11-07,2023-03-04,2023-08-10,Judgment for Plaintiff,False,95861.66
CIV-107600,Employment Dispute,Appellate,2019-03-02,2019-03-26,2019-06-16,2019-08-03,Judgment for Plaintiff,False,92874.68
CIV-107601,Employment Dispute,Superior,2023-11-13,2023-11-28,2023-12-26,2024-06-15,Settled,True,0.0
CIV-107602,Personal Injury,Superior,2019-11-14,2019-11-16,2019-12-10,2020-05-10,Judgment for Defendant,True,0.0
CIV-107603,Small Claims,Superior,2016-12-11,2017-01-07,2017-04-13,2017-06-14,Judgment for Plaintiff,True,0.0
CIV-107604,Personal Injury,Appellate,2021-04-30,2021-05-13,2021-08-21,2021-12-10,Judgment for Plaintiff,False,0.0
CIV-107605,Medical Malpractice,Superior,2016-02-08,2016-02-26,2016-05-30,2016-07-02,Dismissed,True,72771.01
CIV-107606,Small Claims,Superior,2020-10-21,2020-11-14,2021-03-07,2021-04-09,Settled,True,0.0
CIV-107607,Personal Injury,Federal District,2020-03-24,2020-04-18,2020-07-15,2020-11-23,Default Judgment,True,0.0
CIV-107608,Small Claims,Appellate,2021-11-26,2021-12-11,2022-03-06,2022-08-21,Judgment for Plaintiff,True,10977.24
CIV-107609,Family Law,Federal District,2020-08-08,2020-08-09,2020-12-05,2021-05-17,Transferred,True,90874.49
CIV-107610,Employment Dispute,Appellate,2022-10-13,2022-11-01,2023-02-06,2023-04-07,Dismissed,False,0.0
CIV-107611,Housing Code Violation,Appellate,2019-11-11,2019-11-27,2019-12-13,2020-06-07,Judgment for Defendant,False,0.0
CIV-107612,Employment Dispute,Federal District,2021-02-17,2021-03-07,2021-04-28,2021-06-27,Settled,True,55888.86
CIV-107613,Medical Malpractice,Appellate,2019-02-14,2019-02-19,2019-05-23,2019-11-01,Default Judgment,False,0.0
CIV-107614,Debt Collection,Municipal,2015-09-28,2015-10-26,2016-02-23,2016-06-18,Transferred,False,0.0
CIV-107615,Housing Code Violation,Superior,2019-06-23,2019-07-10,2019-10-28,2020-04-24,Dismissed,True,64282.01
CIV-107616,Housing Code Violation,Appellate,2015-11-26,2015-12-09,2016-03-14,2016-08-16,Settled,False,6034.11
CIV-107617,Small Claims,Appellate,2023-09-09,2023-09-20,2023-10-14,2024-01-16,Judgment for Defendant,False,66055.79
CIV-107618,Debt Collection,Municipal,2022-10-21,2022-11-03,2023-01-25,2023-05-16,Settled,True,78286.53
CIV-107619,Property Damage,Appellate,2017-04-02,2017-04-27,2017-08-08,2017-11-19,Default Judgment,True,78023.59
CIV-107620,Family Law,Municipal,2019-04-17,2019-05-06,2019-08-03,2019-11-29,Settled,False,5020.94
CIV-107621,Personal Injury,State,2019-09-27,2019-10-15,2019-12-01,2020-03-28,Settled,False,0.0
CIV-107622,Family Law,Federal District,2015-09-12,2015-09-18,2015-10-26,2016-04-05,Default Judgment,True,53956.46
CIV-107623,Contract Dispute,Superior,2018-04-25,2018-05-19,2018-07-27,2018-12-04,Dismissed,False,0.0
CIV-107624,Small Claims,State,2017-01-23,2017-02-16,2017-04-21,2017-06-26,Settled,False,0.0
CIV-107625,Eviction,Appellate,2021-05-14,2021-06-09,2021-09-18,2022-01-17,Judgment for Defendant,True,1051.57
CIV-107626,Eviction,State,2021-05-04,2021-05-22,2021-09-18,2022-01-18,Transferred,False,80292.33
CIV-107627,Family Law,Superior,2023-12-10,2023-12-12,2024-02-15,2024-06-25,Judgment for Plaintiff,True,57948.25
CIV-107628,Medical Malpractice,State,2017-05-26,2017-05-27,2017-07-06,2017-11-29,Judgment for Defendant,False,78943.48
CIV-107629,Housing Code Violation,State,2022-09-23,2022-10-22,2022-11-08,2023-04-16,Dismissed,False,14305.34
CIV-107630,Contract Dispute,Superior,2017-12-02,2017-12-19,2018-01-13,2018-06-05,Default Judgment,False,58591.49
CIV-107631,Small Claims,Municipal,2016-07-09,2016-07-24,2016-11-03,2016-12-24,Judgment for Defendant,True,61770.74
CIV-107632,Family Law,State,2023-10-03,2023-10-04,2023-10-18,2024-01-24,Dismissed,True,53299.46
CIV-107633,Eviction,Federal District,2021-01-11,2021-01-29,2021-05-09,2021-07-21,Judgment for Defendant,False,56370.65
CIV-107634,Medical Malpractice,State,2019-12-09,2019-12-25,2020-01-08,2020-02-24,Transferred,False,98462.91
CIV-107635,Property Damage,Federal District,2018-03-07,2018-03-15,2018-04-05,2018-05-16,Default Judgment,True,0.0
CIV-107636,Family Law,Superior,2016-01-23,2016-01-24,2016-03-01,2016-07-12,Dismissed,True,99899.78
CIV-107637,Property Damage,Appellate,2018-10-27,2018-11-23,2019-03-12,2019-06-17,Dismissed,True,86331.03
CIV-107638,Debt Collection,State,2016-05-14,2016-06-01,2016-06-18,2016-09-16,Dismissed,False,82382.55
CIV-107639,Contract Dispute,Superior,2023-10-10,2023-10-28,2024-01-28,2024-04-22,Transferred,False,79089.41
CIV-107640,Medical Malpractice,Federal District,2023-11-13,2023-12-01,2023-12-27,2024-05-31,Default Judgment,False,99926.79
CIV-107641,Housing Code Violation,Federal District,2016-02-01,2016-02-21,2016-05-04,2016-08-13,Transferred,False,44214.56
CIV-107642,Eviction,State,2021-02-17,2021-03-18,2021-04-16,2021-06-28,Default Judgment,False,0.0
CIV-107643,Contract Dispute,Superior,2017-11-06,2017-11-12,2018-03-06,2018-06-29,Judgment for Defendant,False,0.0
CIV-107644,Debt Collection,State,2016-01-19,2016-02-18,2016-05-27,2016-10-28,Judgment for Defendant,False,0.0
CIV-107645,Contract Dispute,Appellate,2021-02-07,2021-02-25,2021-06-17,2021-10-01,Judgment for Defendant,True,0.0
CIV-107646,Personal Injury,Appellate,2018-01-10,2018-01-22,2018-02-04,2018-03-27,Transferred,True,0.0
CIV-107647,Personal Injury,Federal District,2016-10-04,2016-10-30,2017-01-29,2017-05-08,Dismissed,True,5751.55
CIV-107648,Contract Dispute,Federal District,2019-06-16,2019-06-22,2019-10-04,2019-11-28,Judgment for Defendant,True,18524.34
CIV-107649,Property Damage,Municipal,2019-03-23,2019-04-10,2019-05-24,2019-10-21,Settled,True,7408.55
CIV-107650,Small Claims,State,2018-07-01,2018-07-04,2018-10-25,2018-12-02,Judgment for Plaintiff,False,58718.81
CIV-107651,Medical Malpractice,Appellate,2023-05-18,2023-06-16,2023-08-03,2023-09-03,Default Judgment,False,94959.79
CIV-107652,Property Damage,Superior,2019-06-02,2019-06-26,2019-07-21,2019-12-23,Judgment for Defendant,True,0.0
CIV-107653,Housing Code Violation,Federal District,2022-07-27,2022-08-03,2022-08-21,2023-02-01,Judgment for Defendant,True,5234.38
CIV-107654,Eviction,Appellate,2017-12-30,2018-01-12,2018-02-09,2018-03-15,Judgment for Plaintiff,False,0.0
CIV-107655,Employment Dispute,Appellate,2020-05-01,2020-05-04,2020-07-26,2020-09-13,Settled,False,85371.52
CIV-107656,Personal Injury,Superior,2015-10-31,2015-11-09,2015-12-07,2016-01-29,Dismissed,False,77451.83
CIV-107657,Debt Collection,Federal District,2017-08-04,2017-08-18,2017-11-20,2018-03-27,Settled,True,19569.98
CIV-107658,Property Damage,Appellate,2017-06-27,2017-07-25,2017-10-15,2018-01-27,Dismissed,True,0.0
CIV-107659,Employment Dispute,Superior,2016-08-08,2016-08-18,2016-10-29,2016-12-12,Transferred,True,13217.64
CIV-107660,Employment Dispute,Superior,2022-10-18,2022-11-02,2023-02-22,2023-04-17,Dismissed,True,50348.46
CIV-107661,Debt Collection,Municipal,2022-12-01,2022-12-20,2023-02-14,2023-04-26,Judgment for Plaintiff,True,78776.7
CIV-107662,Employment Dispute,Superior,2022-11-20,2022-12-13,2023-03-21,2023-07-22,Judgment for Defendant,False,48368.35
CIV-107663,Property Damage,Municipal,2020-08-12,2020-08-14,2020-12-09,2021-01-31,Judgment for Defendant,True,93435.1
CIV-107664,Small Claims,Appellate,2020-07-16,2020-07-28,2020-10-27,2021-04-23,Default Judgment,False,31886.8
CIV-107665,Debt Collection,Appellate,2019-07-16,2019-07-31,2019-09-24,2020-02-08,Transferred,False,39977.68
CIV-107666,Personal Injury,State,2019-12-13,2020-01-08,2020-02-19,2020-08-14,Judgment for Plaintiff,True,58629.31
CIV-107667,Eviction,State,2023-10-19,2023-11-12,2023-12-27,2024-01-29,Judgment for Plaintiff,True,42611.04
CIV-107668,Eviction,State,2022-11-13,2022-11-22,2023-03-07,2023-07-05,Transferred,False,0.0
CIV-107669,Personal Injury,Superior,2018-03-21,2018-04-13,2018-07-13,2018-09-15,Judgment for Defendant,True,28763.4
CIV-107670,Contract Dispute,Superior,2020-10-05,2020-10-12,2020-12-01,2021-01-10,Default Judgment,True,0.0
CIV-107671,Personal Injury,Superior,2021-04-15,2021-04-22,2021-06-25,2021-10-26,Judgment for Defendant,True,66777.7
CIV-107672,Employment Dispute,Superior,2021-01-08,2021-02-07,2021-03-18,2021-08-18,Settled,False,3799.96
CIV-107673,Debt Collection,Municipal,2018-08-07,2018-08-22,2018-11-08,2019-02-01,Dismissed,True,4070.29
CIV-107674,Medical Malpractice,Superior,2021-08-15,2021-08-26,2021-09-12,2021-12-05,Judgment for Plaintiff,True,43265.84
CIV-107675,Property Damage,State,2018-02-01,2018-02-03,2018-03-01,2018-06-15,Transferred,True,56313.37
CIV-107676,Personal Injury,State,2021-07-27,2021-08-07,2021-08-17,2021-11-03,Transferred,True,91087.42
CIV-107677,Small Claims,State,2019-01-01,2019-01-20,2019-04-18,2019-08-20,Judgment for Plaintiff,True,44222.72
CIV-107678,Eviction,Appellate,2019-11-11,2019-11-24,2020-01-16,2020-05-07,Dismissed,True,11362.89
CIV-107679,Property Damage,Federal District,2020-04-10,2020-05-05,2020-05-15,2020-08-05,Dismissed,True,35835.97
CIV-107680,Debt Collection,Superior,2021-01-09,2021-01-16,2021-03-17,2021-05-04,Transferred,True,16028.03
CIV-107681,Personal Injury,Superior,2015-10-17,2015-11-07,2016-01-09,2016-05-04,Default Judgment,True,0.0
CIV-107682,Employment Dispute,Federal District,2016-02-12,2016-03-11,2016-07-09,2016-10-22,Judgment for Defendant,True,12262.52
CIV-107683,Personal Injury,Superior,2017-08-18,2017-09-03,2017-09-14,2017-11-27,Settled,False,86550.47
CIV-107684,Small Claims,Appellate,2019-01-24,2019-02-04,2019-05-05,2019-10-31,Judgment for Defendant,True,66586.88
CIV-107685,Property Damage,Superior,2016-09-13,2016-09-17,2016-10-22,2016-12-10,Settled,False,0.0
CIV-107686,Property Damage,Federal District,2019-04-11,2019-04-24,2019-08-01,2019-12-08,Dismissed,True,0.0
CIV-107687,Eviction,Federal District,2019-03-25,2019-03-31,2019-04-20,2019-08-13,Judgment for Plaintiff,False,38710.41
CIV-107688,Personal Injury,State,2015-11-11,2015-12-08,2016-01-24,2016-06-09,Dismissed,False,0.0
CIV-107689,Debt Collection,Superior,2021-03-15,2021-03-24,2021-06-18,2021-12-07,Judgment for Defendant,False,20409.09
CIV-107690,Housing Code Violation,Municipal,2015-09-10,2015-09-11,2015-11-21,2016-03-05,Settled,True,21505.82
CIV-107691,Personal Injury,Appellate,2022-10-13,2022-10-21,2022-12-24,2023-04-03,Judgment for Plaintiff,True,67526.87
CIV-107692,Medical Malpractice,Federal District,2020-01-11,2020-02-02,2020-03-27,2020-08-02,Settled,False,0.0
CIV-107693,Housing Code Violation,Appellate,2017-12-04,2017-12-21,2018-04-04,2018-07-04,Default Judgment,False,20272.99
CIV-107694,Family Law,Federal District,2022-08-16,2022-08-27,2022-12-13,2023-05-25,Dismissed,False,81294.79
CIV-107695,Family Law,State,2015-06-21,2015-07-14,2015-10-26,2015-12-10,Default Judgment,False,0.0
CIV-107696,Eviction,Appellate,2022-07-18,2022-08-04,2022-09-23,2023-01-29,Judgment for Defendant,False,10233.39
CIV-107697,Property Damage,Federal District,2017-05-25,2017-06-19,2017-09-14,2018-01-25,Judgment for Defendant,True,57946.65
CIV-107698,Personal Injury,Municipal,2018-09-30,2018-10-10,2018-12-21,2019-01-25,Settled,True,84846.28
CIV-107699,Small Claims,State,2019-01-08,2019-01-28,2019-05-23,2019-08-09,Default Judgment,False,44771.14
CIV-107700,Housing Code Violation,Federal District,2016-11-28,2016-12-15,2017-04-09,2017-06-16,Dismissed,False,0.0
CIV-107701,Contract Dispute,Superior,2019-02-16,2019-03-12,2019-06-09,2019-10-14,Dismissed,True,46733.34
CIV-107702,Employment Dispute,Superior,2018-06-03,2018-06-18,2018-08-26,2018-09-29,Default Judgment,True,34053.17
CIV-107703,Property Damage,Superior,2020-11-10,2020-12-10,2021-01-09,2021-07-08,Transferred,False,0.0
CIV-107704,Employment Dispute,Federal District,2017-08-07,2017-09-05,2017-10-26,2017-12-06,Default Judgment,False,59397.45
CIV-107705,Contract Dispute,Appellate,2021-08-15,2021-09-10,2021-10-18,2022-02-24,Transferred,True,0.0
CIV-107706,Eviction,Federal District,2017-03-15,2017-04-02,2017-07-11,2017-09-16,Dismissed,True,47290.59
CIV-107707,Debt Collection,Superior,2022-10-31,2022-11-24,2023-02-06,2023-07-06,Judgment for Plaintiff,False,68147.41
CIV-107708,Housing Code Violation,Appellate,2015-03-02,2015-03-30,2015-05-03,2015-07-03,Default Judgment,False,18705.86
CIV-107709,Housing Code Violation,Municipal,2021-09-13,2021-10-10,2022-01-04,2022-04-23,Transferred,True,41518.54
CIV-107710,Property Damage,Appellate,2018-08-12,2018-09-11,2018-10-27,2019-04-08,Judgment for Defendant,True,72834.81
